LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,CLASSTYPE,LONG_COMMON_NAME
8257-8,Service comment 15,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 15
82578-6,(Malus domestica+Prunus avium+Prunus domestica+Prunus persica+Pyrus communis) Ab.IgE.RAST class,Presence or Threshold,Point in time (spot),Serum,Ord,Multidisk,Allergy,1,Food Allergen Mix 31 (Apple+Cherry+Plum+Peach+Pear) IgE Ab RAST class [Presence] in Serum by Multidisk
82579-4,(Malus domestica+Prunus avium+Prunus domestica+Prunus persica+Pyrus communis) Ab.IgE,Arbitrary Concentration,Point in time (spot),Serum,Qn,Multidisk,Allergy,1,Food Allergen Mix 31 (Apple+Cherry+Plum+Peach+Pear) IgE Ab [Units/volume] in Serum by Multidisk
82580-2,(Allium sativum+Apium graveolens+Sesamum indicum+Yeast) IgE,Presence or Threshold,Point in time (spot),Serum,Ord,Multidisk,Allergy,1,"Food Allergen Mix 25B (Garlic, Celery, Sesame seed, Yeast) IgE Ab [Presence] in Serum by Multidisk"
82581-0,(Allium sativum+Apium graveolens+Sesamum indicum+Yeast) Ab.IgE.RAST class,Presence or Threshold,Point in time (spot),Serum,Ord,Multidisk,Allergy,1,"Food Allergen Mix 25B (Garlic, Celery, Sesame seed, Yeast) IgE Ab RAST class [Presence] in Serum by Multidisk"
82582-8,(Allium sativum+Apium graveolens+Sesamum indicum+Yeast) IgE,Arbitrary Concentration,Point in time (spot),Serum,Qn,Multidisk,Allergy,1,"Food Allergen Mix 25B (Garlic, Celery, Sesame seed, Yeast) IgE Ab [Units/volume] in Serum by Multidisk"
82583-6,Wheat native (nTri a) 19+20+21 IgE,Arbitrary Concentration,Point in time (spot),Serum,Qn,"",Allergy,1,Wheat native (nTri a) 19+20+21 IgE Ab [Units/volume] in Serum
82584-4,Dicarboxyhexenoylcarnitine (C6:1-DC)/Creatinine,Substance Ratio,Point in time (spot),Urine,Qn,"",Chemistry - non-challenge,1,Dicarboxyhexenoylcarnitine (C6:1-DC)/Creatinine [Molar ratio] in Urine
82585-1,Dicarboxyhexenoylcarnitine (C6:1-DC),Substance Concentration,Point in time (spot),DBS,Qn,"",Chemistry - non-challenge,1,Dicarboxyhexenoylcarnitine (C6:1-DC) [Moles/volume] in DBS
8258-6,Service comment 16,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 16
82586-9,Nucleated cells,Number (count),Point in time (spot),Bone marrow,Qn,Automated count,Hematology and Cell counts,1,Nucleated cells [#] in Bone marrow by Automated count
82587-7,Leukocytes,Number Concentration,Point in time (spot),Bone marrow,Qn,Automated count,Hematology and Cell counts,1,Leukocytes [#/volume] in Bone marrow by Automated count
82588-5,Erythrocytes,Number Concentration,Point in time (spot),Bone marrow,Qn,Automated count,Hematology and Cell counts,1,Erythrocytes [#/volume] in Bone marrow by Automated count
82589-3,Highest level of education,History,Point in time (spot),^Patient,Ord,"",Patient demographics,2,Highest level of education
82590-1,Years of education,Number (count),Point in time (spot),^Patient,Qn,Reported,Patient demographics,2,Years of education [#] - Reported
82591-9,Reticulocytes.low light scatter/Reticulocytes.total,Number Fraction,Point in time (spot),Blood,Qn,Automated count,Hematology and Cell counts,1,Reticulocytes.low light scatter/Reticulocytes.total in Blood by Automated count
82592-7,Reticulocytes.mid light scatter/Reticulocytes.total,Number Fraction,Point in time (spot),Blood,Qn,Automated count,Hematology and Cell counts,1,Reticulocytes.mid light scatter/Reticulocytes.total in Blood by Automated count
82593-5,Immunization summary report,Finding,Point in time (spot),{Setting},Doc,{Role},Document ontology,2,Immunization summary report
8259-4,Service comment 17,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 17
82594-3,Velocity-time integral.E-wave,Length,Point in time (spot),Mitral valve leaflet tip,Qn,US.doppler,Cardiac ultrasound,2,Mitral valve leaflet tip Velocity-time integral (VTI) for the area under E wave by US.doppler
82595-0,Velocity-time integral.A-wave,Length,Point in time (spot),Mitral valve leaflet tip,Qn,US.doppler,Cardiac ultrasound,2,Mitral valve leaflet tip Velocity-time integral (VTI) for the area under A wave by US.doppler
82596-8,Maximum strain rate during systole,Arbitrary Rate,Point in time (spot),Heart ventricle - left,Qn,US.3D,Cardiac ultrasound,2,Left ventricular Maximum strain rate during systole by US 3D
82597-6,Chromosome painting analysis,Finding,Point in time (spot),Blood or Tissue,Doc,FISH,Molecular pathology,1,Chromosome painting analysis in Blood or Tissue by FISH
82598-4,REMS medication guide,-,-,^FDA package insert,Nar,"",Reference document,2,FDA package insert REMS medication guide
82599-2,Oncorhynchus keta roe Ab.IgE,Arbitrary Concentration,Point in time (spot),Serum,Qn,"",Allergy,1,Chum salmon roe IgE Ab [Units/volume] in Serum
82600-8,Oncorhynchus keta roe Ab.IgE.RAST class,Presence or Threshold,Point in time (spot),Serum,Ord,"",Allergy,1,Chum salmon roe IgE Ab RAST class [Presence] in Serum
82601-6,Latex recombinant (rHev b) 10 Ab.IgE,Arbitrary Concentration,Point in time (spot),Serum,Qn,"",Allergy,1,Latex recombinant (rHev b) 10 IgE Ab [Units/volume] in Serum
8260-2,Service comment 18,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 18
82602-4,Latex recombinant (rHev b) 10 Ab.IgE.RAST class,Presence or Threshold,Point in time (spot),Serum,Ord,"",Allergy,1,Latex recombinant (rHev b) 10 IgE Ab RAST class [Presence] in Serum
82603-2,Latex recombinant (rHev b) 2 Ab.IgE,Arbitrary Concentration,Point in time (spot),Serum,Qn,"",Allergy,1,Latex recombinant (rHev b) 2 IgE Ab [Units/volume] in Serum
82604-0,Latex recombinant (rHev b) 2 Ab.IgE.RAST class,Presence or Threshold,Point in time (spot),Serum,Ord,"",Allergy,1,Latex recombinant (rHev b) 2 IgE Ab RAST class [Presence] in Serum
82605-7,Wheat native (nTri a) 19+20+21 IgE.RAST class,Presence or Threshold,Point in time (spot),Serum,Ord,"",Allergy,1,Wheat native (nTri a) 19+20+21 IgE Ab RAST class [Presence] in Serum
82606-5,Allergy or intolerance criticality,Impression/interpretation of study,Point in time (spot),^Patient,Ord,"",Vaccination records,2,Allergy or intolerance criticality
82607-3,Clinical data,Date and Time Range,Point in time (spot),^Patient,Qn,"",Administrative,2,Clinical data [Date and Time Range]
82608-1,Advancing care information,Finding,Point in time (spot),{Setting}^Population,Doc,"",Qualty Reporting Document Architecture (QRDA),4,Advancing care information for population
82609-9,Clinical practice improvement activity,Finding,Point in time (spot),{Setting}^Population,Doc,"",Qualty Reporting Document Architecture (QRDA),4,Clinical practice improvement activity for population
8261-0,Service comment 19,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 19
82610-7,Note,Finding,Point in time (spot),Observation unit,Doc,{Role},Document ontology,2,Observation unit Note
82611-5,Wearable device external physiologic monitoring panel,-,Reporting Period,^Patient,-,"",HandP panels,2,Wearable device external physiologic monitoring panel
82612-3,(Cynodon dactylon+Festuca elatior+Lolium perenne+Phleum pratense+Secale cereale pollen) Ab.IgE,Arbitrary Concentration,Point in time (spot),Serum,Qn,Multidisk,Allergy,1,Grass Allergen Mix 7 (Bermuda grass+Meadow fescue+Rye grass+Timothy grass+Cultivated rye) IgE Ab [Units/volume] in Serum by Multidisk
82613-1,Apis mellifera recombinant (rApi m) 10 Ab.IgE,Arbitrary Concentration,Point in time (spot),Serum,Qn,"",Allergy,1,Honey bee recombinant (rApi m) 10 IgE Ab [Units/volume] in Serum
82614-9,Apis mellifera recombinant (rApi m) 10 Ab.IgE.RAST class,Presence or Threshold,Point in time (spot),Serum,Ord,"",Allergy,1,Honey bee recombinant (rApi m) 10 IgE Ab RAST class [Presence] in Serum
82615-6,Vital capacity^pre bronchodilation,Volume,Point in time (spot),Respiratory system,Qn,Spirometry,Respiratory measures and Ventilator management,2,Vital capacity [Volume] Respiratory system by Spirometry --pre bronchodilation
82616-4,Vital capacity^post bronchodilation,Volume,Point in time (spot),Respiratory system,Qn,Spirometry,Respiratory measures and Ventilator management,2,Vital capacity [Volume] Respiratory system by Spirometry --post bronchodilation
82617-2,Capacity.total^pre bronchodilation,Volume,Point in time (spot),Respiratory system,Qn,Helium rebreathing,Respiratory measures and Ventilator management,2,Total lung capacity by Helium rebreathing --pre bronchodilation
82618-0,Capacity.total^post bronchodilation,Volume,Point in time (spot),Respiratory system,Qn,Helium rebreathing,Respiratory measures and Ventilator management,2,Total lung capacity by Helium rebreathing --post bronchodilation
82619-8,Diffusion capacity/Alveolar volume^pre bronchodilation,Inverse VI,Point in time (spot),Respiratory system,Qn,"",Respiratory measures and Ventilator management,2,Diffusion capacity/Alveolar volume --pre bronchodilation
82620-6,Diffusion capacity/Alveolar volume^post bronchodilation,Inverse VI,Point in time (spot),Respiratory system,Qn,"",Respiratory measures and Ventilator management,2,Diffusion capacity/Alveolar volume --post bronchodilation
82621-4,Time to end-systole,Time (e.g. seconds),Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Time to end-systole Left ventricle SPECT
82622-2,Filling rate.diastole.max^W stress,Volume Rate,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Peak filling rate Left ventricle SPECT --W stress
82623-0,Filling rate.diastole.max^resting,Volume Rate,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Peak filling rate Left ventricle SPECT --resting
82624-8,Filling rate.first third of diastole.mean^resting,Volume Rate,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,One-third mean filling rate Left ventricle SPECT --resting
82625-5,Time to peak filling rate^resting,Time (e.g. seconds),Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Time to peak filling rate Left ventricle SPECT --resting
82626-3,Phase.max^W stress,Angle,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Maximum phase [Angle] Left ventricle SPECT --W stress
82627-1,Phase.mean^W stress,Angle,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Mean phase [Angle] Left ventricle SPECT --W stress
8262-8,Service comment 02,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 02
82628-9,Phase.standard deviation^W stress,Angle,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Phase.standard deviation [Angle] Left ventricle SPECT --W stress
82629-7,Phase bandwidth^W stress,Angle,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Phase bandwidth Left ventricle SPECT --W stress
82630-5,Phase entropy^W stress,Score,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Phase entropy [Score] Left ventricle SPECT --W stress
82631-3,Time to end-systole.difference.max^W stress,Time Ratio,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Maximum difference in time to end-systole Left ventricle SPECT --W stress
82632-1,Time to end-systole.difference.lateral and septal wall^W stress,Time Ratio,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Difference in time to end-systole between lateral and septal wall Left ventricle SPECT --W stress
82633-9,Time to end-systole.standard deviation^W stress,Time Ratio,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Standard deviation of time to end-systole Left ventricle SPECT --W stress
82634-7,Phase.max^resting,Angle,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Maximum phase [Angle] Left ventricle SPECT --resting
82635-4,Phase.mean^resting,Angle,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Mean phase [Angle] Left ventricle SPECT --resting
8263-6,Service comment 20,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 20
82636-2,Phase.standard deviation^resting,Angle,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Phase.standard deviation [Angle] Left ventricle SPECT --resting
82637-0,Phase bandwidth^resting,Angle,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Phase bandwidth Left ventricle SPECT --resting
82638-8,Phase entropy^resting,Score,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Phase entropy [Score] Left ventricle SPECT --resting
82639-6,Time to end-systole.difference.max^resting,Time Ratio,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Maximum difference in time to end-systole Left ventricle SPECT --resting
82640-4,Time to end-systole.difference.lateral and septal wall^resting,Time Ratio,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Difference in time to end-systole between lateral and septal wall Left ventricle SPECT --resting
82641-2,Time to end-systole.standard deviation^resting,Time Ratio,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Standard deviation of time to end-systole Left ventricle SPECT --resting
82642-0,Summed stress score for 17 segment model,Score,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Summed stress score for 17 segment model Myocardium SPECT
82643-8,Summed rest score for 17 segment model,Score,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Summed rest score for 17 segment model Myocardium SPECT
8264-4,Service comment 03,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 03
82644-6,Summed difference score for 17 segment model,Score,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Summed difference score for 17 segment model Myocardium SPECT
82645-3,Summed stress score for 20 segment model,Score,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Summed stress score for 20 segment model Myocardium SPECT
82646-1,Summed rest score for 20 segment model,Score,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Summed rest score for 20 segment model Myocardium SPECT
82647-9,Summed difference score for 20 segment model,Score,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Summed difference score for 20 segment model Myocardium SPECT
82648-7,Summed stress score,Percentile,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Summed stress score Myocardium SPECT
82649-5,Summed rest score,Percentile,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Summed rest score Myocardium SPECT
82650-3,Summed difference score,Percentile,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Summed difference score Myocardium SPECT
8265-1,Service comment 04,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 04
82651-1,Washout rate,Ratio,Point in time (spot),Myocardium,Qn,NM.SPECT,Cardiac procedures,2,Washout rate [Ratio] Myocardium SPECT
82652-9,Transient ischemic dilation,Volume Ratio,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Transient ischemic dilation Left ventricle SPECT
82653-7,Time to peak filling rate/RR interval^resting,Time Ratio,Point in time (spot),Heart ventricle - left,Qn,NM.SPECT,Cardiac procedures,2,Time to peak filling rate/RR interval Left ventricle SPECT --resting
82654-5,Cardiac nuclear imaging panel,-,Point in time (spot),Heart,-,NM.SPECT,Cardiac Panels,2,Cardiac nuclear imaging SPECT panel
82655-2,Gated cardiac measurement panel,-,Point in time (spot),Heart ventricle - left,-,NM.SPECT,Cardiac Panels,2,Gated cardiac measurement panel Left ventricle SPECT
82656-0,Cardiac summed score panel,-,Point in time (spot),Myocardium,-,NM.SPECT,Cardiac Panels,2,Cardiac summed score panel Myocardium SPECT
82657-8,Cardiac phase measurement panel,-,Point in time (spot),Heart ventricle - left,-,NM.SPECT,Cardiac Panels,2,Cardiac phase measurement panel Left ventricle SPECT
82658-6,Glutamate decarboxylase Ab,Presence or Threshold,Point in time (spot),Cerebral spinal fluid,Ord,IF,Chemistry - non-challenge,1,Glutamate decarboxylase Ab [Presence] in Cerebral spinal fluid by Immunofluorescence
82659-4,Thyrotropin receptor Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Chemistry - non-challenge,1,Thyrotropin receptor Ab [Presence] in Serum
82660-2,Glutamate decarboxylase Ab,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,IF,Chemistry - non-challenge,1,Glutamate decarboxylase Ab [Presence] in Serum or Plasma by Immunofluorescence
82661-0,Intrachamber systolic^post procedure,Pressure,Point in time (spot),Heart ventricle - left,Qn,"",Cardiac procedures,2,Intrachamber systolic pressure Left ventricle --post procedure
82662-8,Intrachamber diastolic^post procedure,Pressure,Point in time (spot),Heart ventricle - left,Qn,"",Cardiac procedures,2,Intrachamber diastolic pressure Left ventricle --post procedure
82663-6,Intravascular end diastolic^post procedure,Pressure,Point in time (spot),Heart ventricle - left,Qn,"",Cardiac procedures,2,End diastolic blood pressure Left ventricle --post procedure
82664-4,Drug Abuse Screening Test,-,12 months,^Patient,-,DAST,PANEL.SURVEY.DAST,4,Drug Abuse Screening Test [DAST]
82666-9,Drug Abuse Screening Test-10,-,12 months,^Patient,-,DAST-10,PANEL.SURVEY.DAST,4,Drug Abuse Screening Test-10 [DAST-10]
82668-5,Total score,Score,4 weeks,^Patient,Qn,ACT,SURVEY.ACT,4,Total score [ACT]
8266-9,Service comment 05,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 05
82669-3,"How much of the time did your asthma keep you from getting as much done at work, school or at home in the past 4 weeks",Finding,4 weeks,^Patient,Ord,ACT,SURVEY.ACT,4,"How much of the time did your asthma keep you from getting as much done at work, school or at home in the past 4 weeks [ACT]"
82670-1,How often have you had shortness of breath during the past 4 weeks,Finding,4 weeks,^Patient,Ord,ACT,SURVEY.ACT,4,How often have you had shortness of breath during the past 4 weeks [ACT]
82671-9,"How often did your asthma symptoms (wheezing, coughing, shortness of breath, chest tightness or pain) wake you up at night or earlier than usual in the morning during the past 4 weeks",Finding,4 weeks,^Patient,Ord,ACT,SURVEY.ACT,4,"How often did your asthma symptoms (wheezing, coughing, shortness of breath, chest tightness or pain) wake you up at night or earlier than usual in the morning during the past 4 weeks [ACT]"
82672-7,How often have you used your rescue inhaler or nebulizer medication (such as albuterol) during the past 4 weeks,Finding,4 weeks,^Patient,Ord,ACT,SURVEY.ACT,4,How often have you used your rescue inhaler or nebulizer medication (such as albuterol) during the past 4 weeks [ACT]
82673-5,How would you rate your asthma control during the past 4 weeks,Finding,4 weeks,^Patient,Ord,ACT,SURVEY.ACT,4,How would you rate your asthma control during the past 4 weeks [ACT]
82674-3,Asthma Control Test,-,4 weeks,^Patient,-,ACT,PANEL.SURVEY.ACT,4,Asthma Control Test [ACT]
82675-0,Human papilloma virus16+18+31+33+35+39+45+51+52+56+58+59+66+68 DNA,Presence or Threshold,Point in time (spot),Cervix,Ord,Probe.amp.tar,Microbiology,1,Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+66+68 DNA [Presence] in Cervix by NAA with probe detection
82676-8,Guidance for percutaneous fluid aspiration,Finding,Point in time (spot),Knee - left,Doc,CT,Radiology,2,CT Guidance for arthrocentesis of Knee - left
8267-7,Service comment 06,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 06
82677-6,Multisection^W contrast IV,Finding,Point in time (spot),Abdominal Aorta,Doc,CT.angio,Radiology,2,CTA Abdominal Aorta W contrast IV
82678-4,Multisection^WO & W contrast IV,Finding,Point in time (spot),Abdominal Aorta,Doc,CT.angio,Radiology,2,CTA Abdominal Aorta WO and W contrast IV
82679-2,Multisection^WO & W contrast IV,Finding,Point in time (spot),Abdominal vessels and Pelvis vessels,Doc,CT.angio,Radiology,2,CTA Abdominal vessels and Pelvis vessels WO and W contrast IV
826-8,Au^a Ag,Presence or Threshold,Point in time (spot),Red Blood Cells,Ord,"",Blood bank,1,Au sup(a) Ag [Presence] on Red Blood Cells
82680-0,Multisection^WO & W contrast IV,Finding,Point in time (spot),Head vessels and Neck vessels,Doc,CT.angio,Radiology,2,CTA Head vessels and Neck vessels WO and W contrast IV
82681-8,Guidance for percutaneous biopsy,Finding,Point in time (spot),Oral tissue,Doc,CT,Radiology,2,CT Guidance for biopsy of Oral tissue
82684-2,Multisection^WO & W contrast IV,Finding,Point in time (spot),Clavicle,Doc,CT,Radiology,2,CT Clavicle WO and W contrast IV
8268-5,Service comment 07,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 07
82688-3,Multisection^WO & W contrast IV+W air contrast PR,Finding,Point in time (spot),Colon and Rectum,Doc,CT,Radiology,2,CT Colon and Rectum WO and W contrast IV and W air contrast PR
82689-1,Multisection^W contrast PO+WO & W contrast IV,Finding,Point in time (spot),Small bowel,Doc,CT,Radiology,2,CT Small bowel W contrast PO and WO and W contrast IV
82690-9,Multisection^WO contrast,Finding,Point in time (spot),Head and Cervical spine,Doc,CT,Radiology,2,CT Head and Cervical spine WO contrast
82691-7,Multisection^W contrast IV,Finding,Point in time (spot),Head and Neck,Doc,CT,Radiology,2,CT Head and Neck W contrast IV
82692-5,Multisection^WO contrast,Finding,Point in time (spot),Head and Neck,Doc,CT,Radiology,2,CT Head and Neck WO contrast
8269-3,Service comment 08,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 08
82693-3,Multisection^W contrast IV,Finding,Point in time (spot),Pelvis and Lower extremity,Doc,CT,Radiology,2,CT Pelvis and Lower extremity W contrast IV
82694-1,Multisection^WO & W contrast IV,Finding,Point in time (spot),Lower extremity Bilateral,Doc,CT,Radiology,2,CT Lower extremity - bilateral WO and W contrast IV
82695-8,Multisection^W contrast IV,Finding,Point in time (spot),Pelvis and Lower extremity - bilateral,Doc,CT,Radiology,2,CT Pelvis and Lower extremity - bilateral W contrast IV
82696-6,Multisection^W contrast IV,Finding,Point in time (spot),Spine Lumbar and Sacrum,Doc,CT,Radiology,2,CT Spine Lumbar and Sacrum W contrast IV
82697-4,Multisection^WO contrast,Finding,Point in time (spot),Spine Lumbar and Sacrum,Doc,CT,Radiology,2,CT Spine Lumbar and Sacrum WO contrast
82698-2,Multisection^W contrast IV,Finding,Point in time (spot),Ribs Left,Doc,CT,Radiology,2,CT Ribs - left W contrast IV
82699-0,Multisection^WO contrast,Finding,Point in time (spot),Ribs Left,Doc,CT,Radiology,2,CT Ribs - left WO contrast
82700-6,Multisection^W contrast IV,Finding,Point in time (spot),Ribs Right,Doc,CT,Radiology,2,CT Ribs - right W contrast IV
8270-1,Service comment 09,Impression/interpretation of study,Point in time (spot),XXX,Nom,"",Miscellaneous tests,1,Service comment 09
82701-4,Multisection^WO contrast,Finding,Point in time (spot),Ribs Right,Doc,CT,Radiology,2,CT Ribs - right WO contrast
82702-2,Multisection^WO & W contrast IV,Finding,Point in time (spot),Ribs Right,Doc,CT,Radiology,2,CT Ribs - right WO and W contrast IV
82703-0,Multisection^WO & W contrast IV,Finding,Point in time (spot),Sacrum and Coccyx,Doc,CT,Radiology,2,CT Sacrum and Coccyx WO and W contrast IV
82704-8,Multisection^W contrast IV,Finding,Point in time (spot),Sacrum and Coccyx,Doc,CT,Radiology,2,CT Sacrum and Coccyx W contrast IV
82705-5,Multisection^WO contrast,Finding,Point in time (spot),Scapula - left,Doc,CT,Radiology,2,CT Scapula - left WO contrast
82706-3,Multisection^WO contrast,Finding,Point in time (spot),Scapula - right,Doc,CT,Radiology,2,CT Scapula - right WO contrast
82707-1,Multisection^WO & W contrast IV,Finding,Point in time (spot),Scapula - left,Doc,CT,Radiology,2,CT Scapula - left WO and W contrast IV
82708-9,Multisection^WO & W contrast IV,Finding,Point in time (spot),Lower extremity vessels - bilateral,Doc,CT.angio,Radiology,2,CTA Lower extremity vessels - bilateral WO and W contrast IV
82709-7,Multisection,Finding,Point in time (spot),Thoracic Aorta,Doc,CT.angio,Radiology,2,CTA Thoracic Aorta
82710-5,Multisection,Finding,Point in time (spot),Lower extremity vessels - right,Doc,CT.angio,Radiology,2,CTA Lower extremity vessels - right
82711-3,Multisection,Finding,Point in time (spot),Lower extremity vessels - bilateral,Doc,CT.angio,Radiology,2,CTA Lower extremity vessels - bilateral
82712-1,Multisection,Finding,Point in time (spot),Lower extremity vessels - left,Doc,CT.angio,Radiology,2,CTA Lower extremity vessels - left
82713-9,Multisection,Finding,Point in time (spot),Upper extremity vessels - left,Doc,CT.angio,Radiology,2,CTA Upper extremity vessels - left
82714-7,Multisection,Finding,Point in time (spot),Upper extremity vessels - right,Doc,CT.angio,Radiology,2,CTA Upper extremity vessels - right
82715-4,Guidance for percutaneous fluid aspiration,Finding,Point in time (spot),Knee - right,Doc,CT,Radiology,2,CT Guidance for arthrocentesis of Knee - right
82716-2,Multisection^W contrast IV,Finding,Point in time (spot),Clavicle Left,Doc,CT,Radiology,2,CT Clavicle - left W contrast IV
82717-0,Multisection^WO & W contrast IV,Finding,Point in time (spot),Ribs Left,Doc,CT,Radiology,2,CT Ribs - left WO and W contrast IV
82718-8,Multisection^WO & W contrast IV,Finding,Point in time (spot),Scapula - right,Doc,CT,Radiology,2,CT Scapula - right WO and W contrast IV
8271-9,Haemophilus influenzae C Ag,Presence or Threshold,Point in time (spot),XXX,Ord,IF,Microbiology,1,Haemophilus influenzae C Ag [Presence] in Specimen by Immunofluorescence
82719-6,Enfuvirtide,Susceptibility (microorganisms),Point in time (spot),Isolate,OrdQn,Phenotyping,Antibiotic susceptibilities,1,Enfuvirtide [Susceptibility] by Phenotype method
82720-4,Natural killer cell cytotoxicity panel,-,Point in time (spot),Blood mononuclear cells,-,"",Hematology and Cell Count Panels,1,Natural killer cell cytotoxicity panel - Blood mononuclear cells
82721-2,Intravenous lipid emulsion,Mass Concentration,Point in time (spot),Serum,Qn,Nephelometry,Chemistry - non-challenge,1,Intravenous lipid emulsion [Mass/volume] in Serum by Nephelometry
82722-0,Potassium,Mass Concentration,Point in time (spot),Red Blood Cells,Qn,"",Chemistry - non-challenge,1,Potassium [Mass/volume] in Red Blood Cells
82723-8,Cocaine+Benzoylecgonine+Cocaethylene,Presence or Threshold,Point in time (spot),Urine,Ord,Confirm,Drug toxicology,1,Cocaine+Benzoylecgonine+Cocaethylene [Presence] in Urine by Confirmatory method
82724-6,Natural killer cell cytotoxicity.3.13:1 effector to target cell ratio/Positive control,Relative Arbitrary Concentration,Point in time (spot),Blood mononuclear cells,Qn,"",Hematology and Cell counts,1,Natural killer cell cytotoxicity.3.13:1 effector to target cell ratio/Positive control in Blood mononuclear cells
82725-3,Natural killer cell cytotoxicity.6.25:1 effector to target cell ratio/Positive control,Relative Arbitrary Concentration,Point in time (spot),Blood mononuclear cells,Qn,"",Hematology and Cell counts,1,Natural killer cell cytotoxicity.6.25:1 effector to target cell ratio/Positive control in Blood mononuclear cells
82726-1,Natural killer cell cytotoxicity.12.5:1 effector to target cell ratio/Positive control,Relative Arbitrary Concentration,Point in time (spot),Blood mononuclear cells,Qn,"",Hematology and Cell counts,1,Natural killer cell cytotoxicity.12.5:1 effector to target cell ratio/Positive control in Blood mononuclear cells
8272-7,Cefepime,Susceptibility (microorganisms),Point in time (spot),Isolate,OrdQn,Agar diffusion,Antibiotic susceptibilities,1,Cefepime [Susceptibility] by Disk diffusion (KB)
82727-9,Natural killer cell cytotoxicity.25:1 effector to target cell ratio/Positive control,Relative Arbitrary Concentration,Point in time (spot),Blood mononuclear cells,Qn,"",Hematology and Cell counts,1,Natural killer cell cytotoxicity.25:1 effector to target cell ratio/Positive control in Blood mononuclear cells
